Event ID,At least 1 Cylinder Module,At least 1 Planar Left Module,At least 1 Planar Right Module,More than 5 Cylinder Modules,More than 5 Planar Left Modules,More than 5 Planar Right Modules,Cylinder Occupancy > 10%,Planar Left Occupancy > 10%,Planar Right Occupancy > 10%
1,True,True,False,True,True,False,False,False,False
2,True,True,False,True,True,False,False,False,False
3,True,True,True,False,True,False,False,False,False
4,True,True,True,False,True,False,False,True,False
5,False,True,False,False,True,False,False,True,False
6,False,True,False,False,True,False,False,True,False
7,True,True,False,False,True,False,False,True,False
8,True,True,True,True,True,False,False,True,False
9,True,True,True,False,True,False,False,True,False
10,False,True,True,False,True,False,False,True,False
11,True,True,True,True,True,False,False,True,False
12,True,True,False,False,True,False,False,False,False
13,True,True,True,False,True,False,False,False,False
14,True,True,False,False,True,False,False,True,False
15,False,False,True,False,False,False,False,False,False
16,False,True,True,False,False,False,False,False,False
17,True,True,True,False,True,False,False,True,False
18,False,True,True,False,True,False,False,True,False
19,False,True,True,False,True,False,False,True,False
20,True,True,False,False,True,False,False,True,False
21,True,True,False,False,True,False,False,True,False
22,True,True,True,False,True,False,False,True,False
23,True,True,True,False,True,False,False,True,False
24,False,True,True,False,True,False,False,False,False
25,True,True,False,False,True,False,False,False,False
26,True,True,True,True,True,False,False,True,False
27,True,True,True,False,True,False,False,False,False
28,False,True,False,False,True,False,False,True,False
29,True,True,True,False,True,False,False,True,False
30,True,True,True,False,True,False,False,False,False
31,True,True,True,False,True,False,False,True,False
32,True,True,True,False,True,False,False,False,False
33,True,True,True,False,True,False,False,True,False
34,True,True,True,False,True,False,False,False,False
35,True,True,True,False,True,False,False,True,False
36,True,True,True,True,True,False,False,True,False
37,False,True,True,False,True,False,False,False,False
38,True,True,True,False,True,False,False,True,False
39,True,True,False,False,True,False,False,True,False
40,False,True,True,False,False,False,False,False,False
41,False,True,False,False,True,False,False,True,False
42,True,True,True,False,True,False,False,False,False
43,False,True,True,False,False,False,False,False,False
44,True,True,True,False,True,False,False,False,False
45,True,True,False,True,True,False,False,False,False
46,True,True,True,False,True,False,False,False,False
47,True,True,False,False,True,False,False,False,False
48,True,True,True,True,True,False,True,True,False
49,True,True,True,True,True,True,True,True,False
50,True,True,False,False,True,False,False,True,False
51,True,True,True,True,True,True,False,False,False
52,True,True,True,False,True,False,False,False,False
53,True,True,True,False,True,False,False,True,False
54,True,True,True,True,True,False,False,False,False
55,True,True,False,False,True,False,False,False,False
56,True,True,True,False,True,False,False,False,False
57,True,True,True,False,True,False,False,False,False
58,False,False,True,False,False,False,False,False,False
59,True,True,False,False,True,False,False,True,False
60,False,True,True,False,True,False,False,False,False
61,True,True,True,False,True,False,False,False,False
62,False,True,False,False,True,False,False,False,False
63,True,True,True,False,True,False,False,False,False
64,True,True,True,False,True,False,False,True,False
65,True,True,False,True,True,False,False,False,False
66,True,True,True,False,True,False,False,True,False
67,True,True,True,False,True,True,False,False,False
68,True,True,True,False,True,False,False,False,False
69,True,True,True,False,True,False,False,True,False
70,True,True,False,False,False,False,False,False,False
71,True,True,True,False,True,False,False,True,False
72,True,True,False,False,True,False,False,False,False
73,True,True,True,False,True,False,False,True,False
74,True,True,True,False,True,False,False,False,False
75,True,True,False,False,True,False,False,True,False
76,False,True,True,False,True,False,False,False,False
77,True,True,True,False,True,False,False,True,False
78,True,True,False,False,True,False,False,False,False
79,True,True,True,True,True,False,True,True,False
80,True,True,False,False,True,False,False,False,False
81,True,True,True,True,True,False,True,True,False
82,True,True,True,True,True,False,False,True,False
83,True,True,True,False,True,False,False,False,False
84,False,False,True,False,False,False,False,False,False
85,True,True,False,True,True,False,False,True,False
86,True,True,False,False,True,False,False,True,False
87,False,True,True,False,False,False,False,False,False
88,True,True,False,False,True,False,False,False,False
89,True,True,False,False,True,False,False,True,False
90,True,True,False,False,True,False,False,True,False
91,True,True,False,False,True,False,False,True,False
92,True,True,False,True,True,False,False,True,False
93,True,True,True,False,True,False,False,False,False
94,True,True,True,False,True,False,False,False,False
95,True,True,False,False,True,False,False,True,False
96,True,True,True,False,True,False,False,False,False
97,True,True,True,False,True,False,False,True,False
98,True,True,True,False,True,False,False,False,False
99,True,True,True,True,True,False,False,True,False
100,True,True,True,False,True,False,False,True,False
101,True,True,True,False,True,False,False,False,False
102,True,True,True,False,True,False,False,True,False
103,True,True,True,False,True,False,False,False,False
104,True,True,False,False,True,False,False,True,False
105,False,True,True,False,False,False,False,False,False
106,True,True,True,False,True,True,False,True,False
107,True,True,True,False,True,False,False,True,False
108,True,True,True,False,True,False,False,True,False
109,True,True,True,True,True,False,False,True,False
110,True,True,True,True,True,False,False,True,False
111,True,True,True,False,True,False,False,True,False
112,True,True,False,False,True,False,False,True,False
113,True,True,True,False,True,False,False,True,False
114,True,True,True,True,True,True,False,True,False
115,True,True,True,True,True,True,False,True,False
116,True,True,True,False,True,False,False,True,False
117,True,True,True,False,True,False,False,True,False
118,True,True,True,True,True,False,False,True,False
119,False,True,True,False,False,False,False,False,False
120,True,True,True,False,True,False,False,True,False
121,True,True,True,False,True,False,False,False,False
122,True,True,True,True,True,False,False,False,False
123,True,True,False,False,True,False,False,True,False
124,True,True,True,True,True,True,False,True,False
125,True,True,True,False,True,False,False,False,False
126,True,True,True,False,True,False,False,True,False
127,True,True,False,False,True,False,False,True,False
128,True,True,True,False,True,False,False,True,False
129,False,True,True,False,True,False,False,False,False
130,False,False,True,False,False,False,False,False,False
131,True,True,False,False,True,False,False,False,False
132,False,False,True,False,False,False,False,False,False
133,True,True,False,True,True,False,False,True,False
134,True,True,False,False,True,False,False,True,False
135,True,True,True,True,True,False,False,True,False
136,True,True,True,False,True,False,False,False,False
137,True,True,True,False,True,True,False,False,False
138,True,True,True,False,True,False,False,False,False
139,True,True,False,False,False,False,False,False,False
140,True,True,True,False,True,False,False,False,False
141,True,True,True,False,True,False,False,True,False
142,True,True,False,False,True,False,False,False,False
143,True,True,True,False,True,False,False,False,False
144,True,True,False,False,True,False,False,False,False
145,True,True,False,False,True,False,False,False,False
146,True,True,True,False,True,False,False,False,False
147,True,True,True,False,True,False,False,True,False
148,True,True,True,False,True,False,False,False,False
149,True,True,False,False,True,False,False,True,False
150,True,True,False,False,True,False,False,True,False
151,True,True,True,False,True,False,False,True,False
152,True,True,False,False,True,False,False,True,False
153,True,True,True,False,True,False,False,True,False
154,True,True,False,False,True,False,False,True,False
155,True,True,True,False,True,False,False,True,False
156,True,True,False,False,True,False,False,False,False
157,True,True,True,False,False,False,False,False,False
158,True,True,True,True,True,False,False,True,False
159,True,True,False,False,True,False,False,True,False
160,True,True,False,False,True,False,False,True,False
161,True,True,False,False,True,False,False,True,False
162,True,True,True,False,True,False,False,False,False
163,True,True,False,False,True,False,False,False,False
164,True,True,True,False,True,False,False,False,False
165,True,True,True,False,True,False,False,True,False
166,True,True,True,False,True,False,False,True,False
167,True,True,True,False,True,False,False,False,False
168,True,True,True,False,True,True,False,False,False
169,True,True,False,False,True,False,False,False,False
170,True,True,True,False,True,True,False,False,False
171,False,True,True,False,True,False,False,False,False
172,True,True,False,False,True,False,False,True,False
173,True,True,True,False,True,False,False,False,False
174,True,True,False,False,True,False,False,True,False
175,True,True,True,False,True,False,False,False,False
176,True,True,True,False,True,False,False,True,False
177,True,True,True,False,True,False,False,False,False
178,False,True,True,False,True,False,False,False,False
179,True,True,True,True,True,False,False,True,False
180,True,True,True,False,True,True,False,False,False
181,True,True,False,False,True,False,False,True,False
182,True,True,True,False,True,False,False,False,False
183,True,True,True,False,True,False,False,False,False
184,True,True,True,False,True,False,False,True,False
185,True,True,True,True,True,False,False,True,False
186,True,True,True,True,True,True,False,True,False
187,True,True,True,False,True,False,False,True,False
188,True,True,True,False,False,False,False,False,False
189,True,True,True,False,True,False,False,True,False
190,True,True,True,False,True,False,False,True,False
191,True,True,True,False,True,False,False,True,False
192,True,True,False,False,True,False,False,True,False
193,True,True,True,False,True,False,False,True,False
194,False,True,True,False,True,False,False,False,False
195,True,True,True,False,True,False,False,True,False
196,True,True,False,True,True,False,False,False,False
197,True,True,True,False,True,False,False,False,False
198,True,True,True,False,True,False,False,True,False
199,True,True,True,False,True,False,False,True,False
200,True,True,False,True,True,False,False,True,False
201,True,True,False,False,True,False,False,True,False
202,True,True,True,False,True,False,False,False,False
203,False,True,False,False,True,False,False,False,False
204,True,True,True,False,True,True,False,True,False
205,True,True,True,True,True,False,False,True,False
206,True,True,True,True,True,False,True,True,False
207,True,True,False,True,True,False,False,True,False
208,True,True,True,False,True,False,False,False,False
209,True,True,True,False,True,False,False,False,False
210,True,True,True,False,True,False,False,True,False
211,True,True,False,False,True,False,False,True,False
212,True,True,True,True,True,False,False,True,False
213,True,True,False,False,True,False,False,True,False
214,True,True,True,False,True,False,False,False,False
215,True,True,True,True,True,False,False,False,False
216,True,True,True,True,True,False,False,False,False
217,False,True,True,False,True,False,False,True,False
218,True,True,False,False,True,False,False,True,False
219,True,True,False,True,True,False,False,True,False
220,True,True,True,True,True,False,False,True,False
221,True,True,False,False,True,False,False,True,False
222,True,True,False,False,True,False,False,True,False
223,True,True,True,True,True,True,False,True,False
224,True,True,True,False,True,False,False,True,False
225,True,True,True,False,False,False,False,False,False
226,False,True,True,False,True,False,False,False,False
227,True,True,False,False,True,False,False,False,False
228,True,True,True,False,True,False,False,True,False
229,True,True,True,True,True,False,False,True,False
230,True,True,True,False,True,False,False,True,False
231,True,True,True,False,True,False,False,True,False
232,True,True,False,False,True,False,False,True,False
233,True,True,False,False,True,False,False,True,False
234,True,True,False,False,True,False,False,True,False
235,True,True,True,False,True,False,False,False,False
236,False,True,True,False,False,False,False,False,False
237,True,True,False,False,True,False,False,True,False
238,True,True,True,False,False,False,False,False,False
239,True,True,False,False,True,False,False,True,False
240,True,True,True,False,True,False,False,False,False
241,True,True,True,True,True,False,True,True,False
242,True,True,True,False,True,False,False,False,False
243,True,True,True,False,True,False,False,False,False
244,True,True,True,False,True,False,False,False,False
245,True,True,True,False,True,False,False,True,False
246,True,True,False,False,True,False,False,False,False
247,True,True,True,False,True,False,False,True,False
248,True,True,False,False,True,False,False,True,False
249,True,True,True,False,True,False,False,True,False
250,True,True,False,False,True,False,False,True,False
251,False,True,True,False,True,False,False,False,False
252,True,True,False,True,True,False,False,True,False
253,True,True,True,False,True,False,False,True,False
254,True,True,True,False,True,False,False,False,False
255,True,True,True,False,False,False,False,False,False
256,True,True,True,True,True,False,False,False,False
257,True,True,True,False,True,False,False,True,False
258,False,True,False,False,True,False,False,True,False
259,True,True,False,False,True,False,False,True,False
260,True,True,False,True,True,False,False,True,False
261,True,True,False,False,True,False,False,True,False
262,True,True,False,False,True,False,False,False,False
263,False,True,True,False,True,False,False,False,False
264,True,True,True,False,True,False,False,True,False
265,False,False,True,False,False,False,False,False,False
266,True,True,False,False,True,False,False,True,False
267,True,True,True,False,True,False,False,False,False
268,True,True,True,False,True,False,False,True,False
269,True,True,True,False,True,True,False,True,False
270,True,True,False,False,True,False,False,True,False
271,True,True,True,False,True,False,False,True,False
272,True,True,True,True,True,False,True,True,False
273,True,True,True,True,True,True,False,True,False
274,True,True,False,False,True,False,False,True,False
275,True,True,True,False,True,True,False,True,False
276,True,True,False,False,True,False,False,True,False
277,True,True,True,False,True,False,False,False,False
278,True,True,True,False,True,False,False,True,False
279,True,True,False,False,True,False,False,True,False
280,True,True,True,False,True,False,False,True,False
281,False,True,False,False,True,False,False,False,False
282,True,True,True,False,True,False,False,True,False
283,True,True,True,False,True,True,False,False,False
284,False,False,True,False,False,False,False,False,False
285,True,True,False,False,True,False,False,True,False
286,True,True,True,False,True,False,False,True,False
287,True,True,True,True,True,False,False,True,False
288,True,True,False,False,True,False,False,False,False
289,False,True,True,False,True,False,False,False,False
290,True,True,True,False,True,False,False,True,False
291,True,True,True,False,True,False,False,False,False
292,True,True,True,False,True,False,False,True,False
293,True,True,True,False,True,False,False,True,False
294,True,True,False,False,True,False,False,True,False
295,True,True,True,False,True,False,False,False,False
296,True,True,True,False,True,False,False,False,False
297,False,True,True,False,False,False,False,False,False
298,True,True,True,False,True,False,False,False,False
299,True,True,True,False,True,False,False,True,False
300,False,True,False,False,True,False,False,True,False
301,True,True,True,False,True,False,False,False,False
302,True,True,True,False,True,False,False,True,False
303,True,True,True,False,True,False,False,True,False
304,True,True,True,False,True,False,False,True,False
305,True,True,True,False,True,False,False,False,False
306,False,True,True,False,False,False,False,False,False
307,True,True,False,False,True,False,False,True,False
308,True,True,True,False,True,False,False,True,False
309,True,True,True,True,True,False,False,True,False
310,True,True,True,False,True,False,False,True,False
311,True,True,False,False,True,False,False,True,False
312,True,True,False,False,True,False,False,True,False
313,False,True,True,False,True,False,False,False,False
314,True,True,True,False,True,False,False,True,False
315,True,True,True,True,True,False,True,True,False
316,True,True,True,False,True,True,False,True,False
317,True,True,True,False,True,False,False,True,False
318,True,True,False,False,True,False,False,True,False
319,True,True,False,True,True,False,False,True,False
320,True,True,True,False,True,False,False,False,False
321,True,True,True,False,True,False,False,True,False
322,True,True,True,False,True,False,False,True,False
323,True,True,True,False,True,False,False,True,False
324,True,True,True,False,True,False,False,False,False
325,False,True,True,False,True,False,False,False,False
326,True,True,False,False,True,False,False,True,False
327,True,True,True,False,True,False,False,True,False
328,True,True,True,False,True,False,False,False,False
329,False,True,True,False,False,False,False,False,False
330,True,True,True,True,True,False,False,True,False
331,True,True,False,False,True,False,False,True,False
332,True,True,True,False,True,True,False,True,False
333,True,True,True,False,True,False,False,False,False
334,True,True,True,False,True,False,False,True,False
335,True,True,False,True,True,False,False,True,False
336,True,True,True,True,True,False,True,True,False
337,True,True,False,False,True,False,False,False,False
338,True,True,True,False,True,False,False,False,False
339,True,True,True,False,True,False,False,True,False
340,True,True,True,False,True,False,False,True,False
341,True,True,True,False,True,False,False,False,False
342,True,True,True,False,True,False,False,False,False
343,True,True,True,False,True,False,False,True,False
344,False,True,True,False,False,False,False,False,False
345,False,True,True,False,False,False,False,False,False
346,True,True,True,False,True,False,False,False,False
347,True,True,True,False,True,False,False,True,False
348,True,True,False,False,True,False,False,True,False
349,True,True,True,False,True,False,False,True,False
350,True,True,True,False,True,False,False,False,False
351,True,True,False,False,True,False,False,True,False
352,True,True,False,False,True,False,False,True,False
353,True,True,True,False,True,True,False,False,False
354,True,True,True,False,True,False,False,False,False
355,True,True,False,False,True,False,False,False,False
356,True,True,True,True,True,False,False,True,False
357,True,True,True,False,True,False,False,False,False
358,True,True,False,False,True,False,False,True,False
359,True,True,True,False,True,False,False,True,False
360,True,True,False,False,True,False,False,True,False
361,False,True,False,False,True,False,False,False,False
362,True,True,True,False,True,False,False,True,False
363,True,True,False,True,True,False,False,True,False
364,True,True,True,False,True,False,False,False,False
365,True,True,False,True,True,False,False,True,False
366,True,True,False,False,True,False,False,False,False
367,True,True,True,False,True,False,False,True,False
368,True,True,True,False,True,False,False,False,False
369,True,True,False,True,True,False,False,False,False
370,False,True,True,False,True,False,False,False,False
371,True,True,True,False,True,False,False,True,False
372,False,False,True,False,False,False,False,False,False
373,True,True,True,False,True,False,False,False,False
374,False,True,False,False,True,False,False,True,False
375,True,True,True,True,True,True,True,True,False
376,True,True,True,False,True,False,False,True,False
377,True,True,False,False,True,False,False,False,False
378,True,True,True,False,True,False,False,False,False
379,True,True,True,True,True,False,False,True,False
380,True,True,True,True,True,False,False,True,False
381,True,True,True,False,True,False,False,False,False
382,True,True,False,False,True,False,False,True,False
